"Time_s","OUT_V","OP_OUT_V","DACP_V","DACN_V","PIN_V","NIN_V"
"2.362E-06","0.6321","1.262","0.3558","0.1543","0.3052","0.31"
"2.364E-06","0.621","1.241","0.3557","0.1529","0.3049","0.3064"
"2.366E-06","0.6168","1.234","0.3557","0.1523","0.305","0.3049"
"2.368E-06","0.6156","1.232","0.3537","0.1543","0.305","0.3044"
"2.37E-06","0.6067","1.211","0.3492","0.1566","0.2995","0.3046"
"2.372E-06","0.595","1.189","0.3491","0.155","0.2992","0.3009"
"2.374E-06","0.5905","1.181","0.3491","0.1544","0.2993","0.2992"
"2.376E-06","0.5892","1.179","0.3473","0.156","0.2994","0.2987"
"2.378E-06","0.5799","1.157","0.3422","0.1589","0.2935","0.299"
"2.38E-06","0.5674","1.134","0.3421","0.1573","0.2932","0.295"
"2.382E-06","0.5627","1.126","0.3421","0.1566","0.2933","0.2933"
"2.384E-06","0.5613","1.123","0.3403","0.1582","0.2934","0.2927"
"2.386E-06","0.5516","1.1","0.3349","0.1614","0.2872","0.293"
"2.388E-06","0.5385","1.076","0.3347","0.1597","0.2869","0.2888"
"2.39E-06","0.5334","1.067","0.3347","0.1589","0.287","0.287"
"2.392E-06","0.532","1.065","0.3324","0.1613","0.287","0.2865"
"2.394E-06","0.5218","1.041","0.3272","0.1639","0.2806","0.2867"
"2.396E-06","0.5082","1.015","0.327","0.1621","0.2803","0.2823"
"2.398E-06","0.5029","1.006","0.327","0.1614","0.2804","0.2805"
"2.4E-06","0.5014","1.003","0.3251","0.1631","0.2804","0.2799"
"2.402E-06","0.4906","0.978","0.3191","0.1665","0.2737","0.2801"
"2.404E-06","0.4765","0.9518","0.319","0.1647","0.2734","0.2756"
"2.406E-06","0.471","0.9421","0.319","0.1639","0.2735","0.2736"
"2.408E-06","0.4695","0.9395","0.3165","0.1664","0.2736","0.273"
"2.41E-06","0.4585","0.9136","0.3108","0.1693","0.2666","0.2733"
"2.412E-06","0.4437","0.886","0.3106","0.1674","0.2663","0.2686"
"2.414E-06","0.438","0.876","0.3107","0.1665","0.2664","0.2665"
"2.416E-06","0.4364","0.8732","0.308","0.1692","0.2664","0.2659"
"2.418E-06","0.4248","0.8461","0.3022","0.1721","0.2593","0.2662"
"2.42E-06","0.4098","0.8181","0.3021","0.1701","0.2589","0.2613"
"2.422E-06","0.4039","0.8077","0.3021","0.1692","0.259","0.2592"
"2.424E-06","0.4022","0.8049","0.3","0.1711","0.2591","0.2586"
"2.426E-06","0.3904","0.777","0.2934","0.175","0.2517","0.2589"
"2.428E-06","0.3747","0.7479","0.2932","0.1729","0.2513","0.2538"
"2.43E-06","0.3687","0.7373","0.2932","0.172","0.2514","0.2517"
"2.432E-06","0.367","0.7344","0.2904","0.1749","0.2515","0.251"
"2.434E-06","0.355","0.706","0.2843","0.1779","0.2439","0.2513"
"2.436E-06","0.3388","0.676","0.2841","0.1758","0.2435","0.2461"
"2.438E-06","0.3326","0.665","0.2842","0.1749","0.2436","0.2439"
"2.44E-06","0.3309","0.6621","0.2813","0.1778","0.2437","0.2432"
"2.442E-06","0.3185","0.6329","0.275","0.1809","0.2359","0.2435"
"2.444E-06","0.3021","0.6024","0.2748","0.1788","0.2356","0.2383"
"2.446E-06","0.2957","0.5911","0.2749","0.1778","0.2357","0.236"
"2.448E-06","0.2939","0.5881","0.2724","0.1801","0.2357","0.2353"
"2.45E-06","0.2813","0.5584","0.2656","0.184","0.2278","0.2356"
"2.452E-06","0.2645","0.5272","0.2654","0.1818","0.2274","0.2302"
"2.454E-06","0.258","0.5158","0.2654","0.1808","0.2276","0.2279"
"2.456E-06","0.2562","0.5127","0.2624","0.1838","0.2276","0.2272"
"2.458E-06","0.2432","0.4821","0.2559","0.1871","0.2195","0.2275"
"2.46E-06","0.2263","0.4506","0.2557","0.1849","0.2192","0.222"
"2.462E-06","0.2196","0.4389","0.2557","0.1839","0.2193","0.2197"
"2.464E-06","0.2178","0.4357","0.2533","0.1861","0.2193","0.2189"
"2.466E-06","0.2046","0.4049","0.2461","0.1902","0.2112","0.2192"
"2.468E-06","0.1875","0.3729","0.2459","0.1879","0.2108","0.2137"
"2.47E-06","0.1808","0.3612","0.246","0.187","0.2109","0.2113"
"2.472E-06","0.1789","0.358","0.2435","0.1892","0.211","0.2106"
"2.474E-06","0.1658","0.3271","0.2362","0.1934","0.2027","0.211"
"2.476E-06","0.1482","0.2943","0.236","0.1911","0.2023","0.2053"
"2.478E-06","0.1414","0.2823","0.2361","0.1901","0.2024","0.2029"
"2.48E-06","0.1395","0.2791","0.233","0.1932","0.2025","0.2021"
"2.482E-06","0.1262","0.2478","0.2263","0.1965","0.1941","0.2025"
"2.484E-06","0.1085","0.2149","0.226","0.1942","0.1937","0.1968"
"2.486E-06","0.1017","0.2028","0.2261","0.1932","0.1939","0.1943"
"2.488E-06","0.09975","0.1996","0.2235","0.1956","0.1939","0.1936"
"2.49E-06","0.08637","0.1681","0.2162","0.1997","0.1855","0.1939"
"2.492E-06","0.06866","0.1351","0.216","0.1974","0.1851","0.1882"
"2.494E-06","0.06178","0.123","0.2161","0.1964","0.1853","0.1858"
"2.496E-06","0.05983","0.1197","0.2129","0.1995","0.1853","0.185"
"2.498E-06","0.04633","0.08791","0.2061","0.2029","0.1769","0.1853"
"2.5E-06","0.02846","0.05465","0.2059","0.2006","0.1765","0.1796"
"2.502E-06","0.02159","0.04252","0.2059","0.1996","0.1766","0.1771"
"2.504E-06","0.01962","0.03919","0.2028","0.2027","0.1767","0.1764"
"2.506E-06","0.006276","0.007757","0.196","0.2061","0.1682","0.1767"
"2.508E-06","-0.01168","-0.02566","0.1958","0.2038","0.1678","0.171"
"2.51E-06","-0.01857","-0.03783","0.1959","0.2028","0.168","0.1685"
"2.512E-06","-0.02049","-0.04109","0.1933","0.2051","0.168","0.1678"
"2.514E-06","-0.03389","-0.07265","0.1859","0.2093","0.1596","0.1681"
"2.516E-06","-0.05181","-0.106","0.1857","0.207","0.1592","0.1624"
"2.518E-06","-0.05876","-0.1183","0.1858","0.2059","0.1593","0.1599"
"2.52E-06","-0.06071","-0.1216","0.1827","0.209","0.1594","0.1591"
"2.522E-06","-0.07399","-0.1529","0.1759","0.2124","0.151","0.1595"
"2.524E-06","-0.09187","-0.1861","0.1757","0.2101","0.1506","0.1537"
"2.526E-06","-0.09869","-0.1982","0.1757","0.2091","0.1507","0.1513"
"2.528E-06","-0.1006","-0.2015","0.1732","0.2114","0.1508","0.1505"
"2.53E-06","-0.1139","-0.2328","0.1659","0.2155","0.1424","0.1509"
"2.532E-06","-0.1316","-0.2656","0.1657","0.2133","0.142","0.1452"
"2.534E-06","-0.1384","-0.2777","0.1657","0.2122","0.1421","0.1428"
"2.536E-06","-0.1403","-0.2809","0.1633","0.2144","0.1422","0.142"
"2.538E-06","-0.1536","-0.3121","0.156","0.2186","0.1339","0.1423"
"2.54E-06","-0.1711","-0.3446","0.1558","0.2164","0.1335","0.1367"
"2.542E-06","-0.1779","-0.3566","0.1558","0.2154","0.1336","0.1343"
"2.544E-06","-0.1798","-0.3599","0.1528","0.2184","0.1337","0.1335"
"2.546E-06","-0.1927","-0.3903","0.1462","0.2217","0.1256","0.1339"
"2.548E-06","-0.2101","-0.4227","0.146","0.2194","0.1252","0.1283"
"2.55E-06","-0.2167","-0.4344","0.1461","0.2184","0.1253","0.1259"
"2.552E-06","-0.2186","-0.4376","0.1433","0.2211","0.1254","0.1252"
"2.554E-06","-0.2315","-0.4679","0.1366","0.2247","0.1173","0.1255"
"2.556E-06","-0.2486","-0.4997","0.1364","0.2224","0.1169","0.12"
"2.558E-06","-0.2552","-0.5114","0.1364","0.2215","0.117","0.1176"
"2.56E-06","-0.2571","-0.5146","0.1335","0.2244","0.1171","0.1169"
"2.562E-06","-0.2697","-0.5443","0.1271","0.2276","0.1092","0.1172"
"2.564E-06","-0.2865","-0.5754","0.1269","0.2254","0.1088","0.1119"
"2.566E-06","-0.2929","-0.5868","0.1269","0.2245","0.1089","0.1096"
"2.568E-06","-0.2948","-0.59","0.1241","0.2273","0.109","0.1088"
"2.57E-06","-0.3073","-0.6193","0.1178","0.2304","0.1012","0.1091"
"2.572E-06","-0.3236","-0.6497","0.1176","0.2283","0.1008","0.1039"
"2.574E-06","-0.33","-0.661","0.1177","0.2274","0.1009","0.1016"
"2.576E-06","-0.3318","-0.664","0.1149","0.23","0.101","0.1009"
"2.578E-06","-0.3439","-0.6926","0.1087","0.2332","0.0934","0.1012"
"2.58E-06","-0.3599","-0.7224","0.1085","0.2311","0.09303","0.09601"
"2.582E-06","-0.3661","-0.7333","0.1086","0.2302","0.09314","0.09382"
"2.584E-06","-0.3679","-0.7363","0.1059","0.233","0.09321","0.09313"
"2.586E-06","-0.3798","-0.7642","0.09987","0.2359","0.0858","0.09338"
"2.588E-06","-0.3954","-0.7932","0.09968","0.2339","0.08544","0.08837"
"2.59E-06","-0.4014","-0.8039","0.09972","0.233","0.08555","0.08622"
"2.592E-06","-0.4031","-0.8068","0.09727","0.2354","0.08562","0.08556"
"2.594E-06","-0.4146","-0.8338","0.09128","0.2385","0.07844","0.08581"
"2.596E-06","-0.4298","-0.862","0.0911","0.2366","0.07809","0.08094"
"2.598E-06","-0.4356","-0.8724","0.09114","0.2357","0.0782","0.07886"
"2.6E-06","-0.4373","-0.8751","0.08899","0.2377","0.07826","0.07822"
"2.602E-06","-0.4483","-0.9012","0.08297","0.2411","0.07131","0.07849"
"2.604E-06","-0.4631","-0.9286","0.08279","0.2392","0.07097","0.07377"
"2.606E-06","-0.4688","-0.9387","0.08283","0.2383","0.07107","0.07173"
"2.608E-06","-0.4704","-0.9414","0.08036","0.2408","0.07114","0.07111"
"2.61E-06","-0.481","-0.9665","0.07494","0.2435","0.06443","0.07137"
"2.612E-06","-0.4953","-0.993","0.07477","0.2416","0.0641","0.0668"
"2.614E-06","-0.5007","-1.003","0.07481","0.2408","0.0642","0.06485"
"2.616E-06","-0.5023","-1.005","0.07249","0.2431","0.06426","0.06425"
"2.618E-06","-0.5125","-1.029","0.06724","0.2458","0.05782","0.06451"
"2.62E-06","-0.5262","-1.055","0.06707","0.244","0.05751","0.06011"
"2.622E-06","-0.5314","-1.064","0.06711","0.2432","0.0576","0.05824"
"2.624E-06","-0.5329","-1.067","0.06483","0.2455","0.05766","0.05767"
"2.626E-06","-0.5427","-1.09","0.05988","0.248","0.05151","0.05792"
"2.628E-06","-0.5558","-1.114","0.05972","0.2463","0.05121","0.05371"
"2.63E-06","-0.5608","-1.123","0.05975","0.2456","0.0513","0.05192"
"2.632E-06","-0.5622","-1.125","0.05759","0.2477","0.05135","0.05138"
"2.634E-06","-0.5715","-1.147","0.05286","0.2501","0.04549","0.0516"
"2.636E-06","-0.5839","-1.17","0.0527","0.2485","0.0452","0.04762"
"2.638E-06","-0.5888","-1.179","0.05274","0.2478","0.04529","0.0459"
"2.64E-06","-0.5901","-1.181","0.05074","0.2497","0.04534","0.04538"
"2.642E-06","-0.5989","-1.202","0.04623","0.252","0.03981","0.04561"
"2.644E-06","-0.6107","-1.224","0.04609","0.2505","0.03953","0.04182"
"2.646E-06","-0.6152","-1.232","0.04612","0.2498","0.03961","0.04021"
"2.648E-06","-0.6165","-1.234","0.04419","0.2517","0.03967","0.03972"
"2.65E-06","-0.6248","-1.253","0.03997","0.2539","0.03444","0.03991"
"2.652E-06","-0.6359","-1.274","0.03983","0.2524","0.03418","0.03636"
"2.654E-06","-0.6401","-1.281","0.03987","0.2518","0.03426","0.03484"
"2.656E-06","-0.6413","-1.284","0.03829","0.2533","0.0343","0.03437"
"2.658E-06","-0.6491","-1.302","0.03415","0.2555","0.02945","0.03456"
"2.66E-06","-0.6593","-1.321","0.03403","0.2542","0.02921","0.03127"
"2.662E-06","-0.6633","-1.328","0.03405","0.2536","0.02928","0.02985"
"2.664E-06","-0.6644","-1.33","0.0325","0.2551","0.02932","0.02942"
"2.666E-06","-0.6717","-1.347","0.02873","0.2571","0.02479","0.02959"
"2.668E-06","-0.6812","-1.365","0.02861","0.2559","0.02457","0.02652"
"2.67E-06","-0.6849","-1.371","0.02864","0.2553","0.02464","0.0252"
"2.672E-06","-0.686","-1.373","0.02711","0.2568","0.02468","0.0248"
"2.674E-06","-0.6926","-1.388","0.02374","0.2585","0.02052","0.02495"
"2.676E-06","-0.7014","-1.405","0.02363","0.2574","0.02031","0.02214"
"2.678E-06","-0.7048","-1.411","0.02366","0.2569","0.02037","0.02094"
"2.68E-06","-0.7057","-1.412","0.02247","0.258","0.02041","0.02057"
"2.682E-06","-0.7118","-1.427","0.01922","0.2598","0.01664","0.0207"
"2.684E-06","-0.7197","-1.441","0.01913","0.2587","0.01646","0.01816"
"2.686E-06","-0.7227","-1.447","0.01915","0.2583","0.01651","0.01709"
"2.688E-06","-0.7236","-1.448","0.0179","0.2595","0.01654","0.01675"
"2.69E-06","-0.729","-1.461","0.01515","0.2609","0.01314","0.0169"
"2.692E-06","-0.7362","-1.474","0.01506","0.26","0.01298","0.01459"
"2.694E-06","-0.7389","-1.479","0.01508","0.2596","0.01302","0.01363"
"2.696E-06","-0.7397","-1.48","0.01396","0.2607","0.01305","0.01333"
"2.698E-06","-0.7445","-1.492","0.01154","0.2619","0.01004","0.01345"
"2.7E-06","-0.7508","-1.503","0.01146","0.2611","0.009895","0.01143"
"2.702E-06","-0.7532","-1.507","0.01147","0.2607","0.009938","0.01058"
"2.704E-06","-0.7539","-1.509","0.01069","0.2614","0.009964","0.01031"
"2.706E-06","-0.758","-1.518","0.008415","0.2627","0.007362","0.01041"
"2.708E-06","-0.7635","-1.529","0.008347","0.262","0.007236","0.008674"
"2.71E-06","-0.7655","-1.532","0.008362","0.2617","0.007272","0.007944"
"2.712E-06","-0.7661","-1.533","0.007541","0.2625","0.007294","0.007712"
"2.714E-06","-0.7697","-1.542","0.005758","0.2634","0.005079","0.00778"
"2.716E-06","-0.7743","-1.55","0.005703","0.2628","0.004975","0.006325"
"2.718E-06","-0.776","-1.553","0.005715","0.2626","0.005006","0.005698"
"2.72E-06","-0.7765","-1.554","0.005066","0.2632","0.005024","0.005498"
"2.722E-06","-0.7794","-1.561","0.00362","0.2639","0.003243","0.005558"
"2.724E-06","-0.7831","-1.568","0.003573","0.2635","0.003157","0.004378"
"2.726E-06","-0.7845","-1.57","0.003584","0.2632","0.003181","0.003867"
"2.728E-06","-0.785","-1.571","0.003184","0.2636","0.003196","0.003697"
"2.73E-06","-0.7872","-1.576","0.001969","0.2643","0.001823","0.003729"
"2.732E-06","-0.79","-1.581","0.001935","0.2639","0.001758","0.002822"
"2.734E-06","-0.7912","-1.583","0.001942","0.2637","0.001777","0.002422"
"2.736E-06","-0.7915","-1.584","0.001597","0.2641","0.001788","0.002287"
"2.738E-06","-0.793","-1.588","0.0008357","0.2644","0.0008478","0.002308"
"2.74E-06","-0.795","-1.591","0.0008109","0.2642","0.0008014","0.001666"
"2.742E-06","-0.7958","-1.593","0.0008163","0.2641","0.0008145","0.001387"
"2.744E-06","-0.7961","-1.593","0.000655","0.2642","0.0008219","0.001287"
"2.746E-06","-0.797","-1.595","0.000191","0.2644","0.0002898","0.001282"
"2.748E-06","-0.7981","-1.597","0.0001776","0.2643","0.0002648","0.0009153"
"2.75E-06","-0.7986","-1.598","0.0001807","0.2642","0.0002723","0.0007487"
"2.752E-06","-0.7987","-1.599","0.0001605","0.2642","0.0002763","0.0006863"
"2.754E-06","-0.799","-1.599","6.219E-05","0.2643","0.000175","0.0006653"
"2.756E-06","-0.7992","-1.599","5.97E-05","0.2642","0.0001704","0.0005802"
"2.758E-06","-0.7993","-1.6","6.035E-05","0.2642","0.0001719","0.0005374"
"2.76E-06","-0.7994","-1.6","0.0001756","0.2641","0.0001724","0.000514"
"2.762E-06","-0.7989","-1.599","0.0004243","0.264","0.0004812","0.0004809"
"2.764E-06","-0.7983","-1.598","0.0004322","0.264","0.0004961","0.0006721"
"2.766E-06","-0.7981","-1.597","0.0004305","0.2641","0.0004918","0.0007479"
"2.768E-06","-0.7981","-1.597","0.0006764","0.2638","0.0004888","0.0007645"
"2.77E-06","-0.797","-1.594","0.0013","0.2635","0.001227","0.0007124"
"2.772E-06","-0.7954","-1.592","0.00132","0.2637","0.001264","0.001199"
"2.774E-06","-0.7948","-1.591","0.001316","0.2638","0.001254","0.001406"
"2.776E-06","-0.7947","-1.59","0.001751","0.2633","0.001247","0.001463"
"2.778E-06","-0.7929","-1.586","0.002693","0.2628","0.002416","0.001402"
"2.78E-06","-0.7904","-1.582","0.002723","0.2631","0.002473","0.002184"
"2.782E-06","-0.7895","-1.58","0.002716","0.2633","0.002457","0.002518"
"2.784E-06","-0.7892","-1.579","0.0033","0.2627","0.002446","0.002617"
"2.786E-06","-0.7868","-1.574","0.004574","0.262","0.004024","0.002536"
"2.788E-06","-0.7834","-1.567","0.004616","0.2625","0.004103","0.00361"
"2.79E-06","-0.7821","-1.565","0.004607","0.2627","0.00408","0.004064"
"2.792E-06","-0.7818","-1.565","0.00534","0.2619","0.004066","0.004203"
"2.794E-06","-0.7786","-1.557","0.006973","0.2611","0.006079","0.004126"
"2.796E-06","-0.7744","-1.549","0.007025","0.2616","0.006174","0.005475"
"2.798E-06","-0.7727","-1.546","0.007013","0.2619","0.006146","0.00606"
"2.8E-06","-0.7723","-1.545","0.007897","0.261","0.006127","0.006241"
"2.802E-06","-0.7684","-1.536","0.009837","0.26","0.008528","0.006146"
"2.804E-06","-0.7634","-1.527","0.009899","0.2607","0.008644","0.007764"
"2.806E-06","-0.7614","-1.524","0.009885","0.2609","0.00861","0.008469"
"2.808E-06","-0.7609","-1.523","0.01063","0.2603","0.008588","0.008688"
"2.81E-06","-0.7564","-1.512","0.01319","0.2588","0.0114","0.008569"
"2.812E-06","-0.7505","-1.501","0.01326","0.2595","0.01153","0.01047"
"2.814E-06","-0.7481","-1.497","0.01325","0.2599","0.01149","0.0113"
"2.816E-06","-0.7475","-1.496","0.01434","0.2588","0.01147","0.01155"
"2.818E-06","-0.7424","-1.484","0.01701","0.2574","0.01467","0.01144"
"2.82E-06","-0.7356","-1.471","0.01709","0.2583","0.01482","0.01361"
"2.822E-06","-0.733","-1.467","0.01708","0.2587","0.01478","0.01454"
"2.824E-06","-0.7323","-1.465","0.01841","0.2573","0.01475","0.01482"
"2.826E-06","-0.7265","-1.452","0.02132","0.2558","0.01836","0.01468"
"2.828E-06","-0.7189","-1.438","0.02142","0.2568","0.01854","0.01713"
"2.83E-06","-0.7159","-1.432","0.02139","0.2573","0.01848","0.01818"
"2.832E-06","-0.7151","-1.431","0.02264","0.2561","0.01845","0.01851"
"2.834E-06","-0.7088","-1.416","0.02605","0.2542","0.02241","0.01837"
"2.836E-06","-0.7004","-1.401","0.02615","0.2553","0.0226","0.02105"
"2.838E-06","-0.6972","-1.395","0.02613","0.2558","0.02254","0.0222"
"2.84E-06","-0.6963","-1.393","0.02774","0.2541","0.02251","0.02255"
"2.842E-06","-0.6893","-1.377","0.03125","0.2524","0.02686","0.02239"
"2.844E-06","-0.6801","-1.36","0.03136","0.2536","0.02707","0.02534"
"2.846E-06","-0.6766","-1.354","0.03133","0.2541","0.02701","0.02661"
"2.848E-06","-0.6756","-1.352","0.03306","0.2524","0.02697","0.027"
"2.85E-06","-0.6681","-1.334","0.03686","0.2505","0.03166","0.02682"
"2.852E-06","-0.6581","-1.316","0.03698","0.2518","0.03189","0.03001"
"2.854E-06","-0.6543","-1.309","0.03695","0.2523","0.03182","0.03138"
"2.856E-06","-0.6532","-1.307","0.03874","0.2506","0.03178","0.0318"
"2.858E-06","-0.6451","-1.288","0.04291","0.2484","0.03685","0.03161"
"2.86E-06","-0.6345","-1.268","0.04304","0.2498","0.03709","0.03503"
"2.862E-06","-0.6303","-1.261","0.04301","0.2504","0.03702","0.03652"
"2.864E-06","-0.6291","-1.259","0.04499","0.2484","0.03697","0.03698"
"2.866E-06","-0.6206","-1.239","0.04933","0.2462","0.04235","0.03676"
"2.868E-06","-0.6092","-1.218","0.04947","0.2477","0.04261","0.04041"
"2.87E-06","-0.6048","-1.21","0.04944","0.2484","0.04253","0.04199"
"2.872E-06","-0.6036","-1.208","0.05136","0.2465","0.04248","0.04248"
"2.874E-06","-0.5945","-1.187","0.05614","0.2439","0.04818","0.04223"
"2.876E-06","-0.5824","-1.164","0.05629","0.2455","0.04846","0.04611"
"2.878E-06","-0.5777","-1.156","0.05626","0.2462","0.04838","0.04779"
"2.88E-06","-0.5764","-1.153","0.05828","0.2442","0.04833","0.0483"
"2.882E-06","-0.5668","-1.131","0.06333","0.2416","0.05434","0.04809"
"2.884E-06","-0.5541","-1.107","0.06348","0.2432","0.05463","0.05215"
"2.886E-06","-0.5492","-1.099","0.06345","0.2439","0.05454","0.0539"
"2.888E-06","-0.5478","-1.096","0.06577","0.2416","0.05449","0.05444"
"2.89E-06","-0.5377","-1.072","0.07086","0.2391","0.06079","0.05423"
"2.892E-06","-0.5245","-1.048","0.07102","0.2408","0.06109","0.05846"
"2.894E-06","-0.5193","-1.039","0.07098","0.2415","0.061","0.06031"
"2.896E-06","-0.5179","-1.036","0.0733","0.2393","0.06094","0.06088"
"2.898E-06","-0.5073","-1.011","0.07872","0.2365","0.06753","0.06064"
"2.9E-06","-0.4935","-0.9858","0.07889","0.2383","0.06785","0.06508"
"2.902E-06","-0.488","-0.9762","0.07885","0.2391","0.06775","0.06702"
"2.904E-06","-0.4865","-0.9736","0.08137","0.2365","0.06769","0.06761"
"2.906E-06","-0.4757","-0.9481","0.08688","0.2338","0.07452","0.06733"
"2.908E-06","-0.4612","-0.9211","0.08706","0.2357","0.07486","0.07198"
"2.91E-06","-0.4556","-0.9113","0.08702","0.2365","0.07476","0.07397"
"2.912E-06","-0.454","-0.9085","0.08963","0.2338","0.07469","0.07459"
"2.914E-06","-0.4428","-0.8822","0.09534","0.231","0.08176","0.0743"
"2.916E-06","-0.4278","-0.8542","0.09553","0.2329","0.08211","0.07911"
"2.918E-06","-0.422","-0.8439","0.09549","0.2338","0.08201","0.08119"
"2.92E-06","-0.4204","-0.8412","0.09769","0.2318","0.08195","0.08183"
"2.922E-06","-0.4088","-0.8138","0.104","0.2282","0.08923","0.08155"
"2.924E-06","-0.3933","-0.7851","0.1042","0.2302","0.08958","0.0865"
"2.926E-06","-0.3874","-0.7747","0.1042","0.231","0.08948","0.08862"
"2.928E-06","-0.3857","-0.7718","0.107","0.2283","0.08941","0.08927"
"2.93E-06","-0.3738","-0.7437","0.113","0.2252","0.09692","0.08898"
"2.932E-06","-0.3579","-0.7141","0.1132","0.2273","0.09728","0.09408"
"2.934E-06","-0.3517","-0.7033","0.1132","0.2282","0.09717","0.09627"
"2.936E-06","-0.35","-0.7003","0.1156","0.226","0.09711","0.09695"
"2.938E-06","-0.3376","-0.6713","0.1222","0.2223","0.1048","0.09668"
"2.94E-06","-0.3215","-0.6412","0.1224","0.2244","0.1052","0.1019"
"2.942E-06","-0.3152","-0.6301","0.1224","0.2253","0.1051","0.1041"
"2.944E-06","-0.3134","-0.6271","0.1249","0.223","0.105","0.1048"
"2.946E-06","-0.3009","-0.5976","0.1316","0.2193","0.1128","0.1045"
"2.948E-06","-0.2843","-0.5668","0.1318","0.2214","0.1132","0.1098"
"2.95E-06","-0.2779","-0.5555","0.1317","0.2223","0.1131","0.1121"
"2.952E-06","-0.2761","-0.5525","0.1347","0.2194","0.113","0.1128"
"2.954E-06","-0.2634","-0.5225","0.1411","0.2162","0.121","0.1125"
"2.956E-06","-0.2464","-0.491","0.1414","0.2184","0.1214","0.1179"
"2.958E-06","-0.2399","-0.4794","0.1413","0.2193","0.1213","0.1203"
"2.96E-06","-0.2381","-0.4763","0.1442","0.2164","0.1212","0.121"
"2.962E-06","-0.2252","-0.446","0.1509","0.213","0.1293","0.1207"
"2.964E-06","-0.2079","-0.4137","0.1511","0.2153","0.1297","0.1262"
"2.966E-06","-0.2013","-0.4021","0.151","0.2163","0.1296","0.1286"
"2.968E-06","-0.1994","-0.3989","0.1541","0.2132","0.1295","0.1293"
"2.97E-06","-0.1864","-0.3682","0.1607","0.2099","0.1378","0.129"
"2.972E-06","-0.1688","-0.3355","0.1609","0.2122","0.1382","0.1346"
"2.974E-06","-0.1621","-0.3236","0.1609","0.2132","0.1381","0.137"
"2.976E-06","-0.1602","-0.3204","0.1639","0.2101","0.138","0.1377"
"2.978E-06","-0.1469","-0.2891","0.1707","0.2067","0.1463","0.1374"
"2.98E-06","-0.1293","-0.2565","0.1709","0.209","0.1467","0.1431"
"2.982E-06","-0.1225","-0.2445","0.1708","0.21","0.1466","0.1455"
"2.984E-06","-0.1206","-0.2413","0.1733","0.2078","0.1465","0.1462"
"2.986E-06","-0.1073","-0.21","0.1807","0.2035","0.1549","0.1459"
"2.988E-06","-0.08959","-0.177","0.1809","0.2059","0.1553","0.1516"
"2.99E-06","-0.08277","-0.1649","0.1808","0.2069","0.1552","0.154"
"2.992E-06","-0.08081","-0.1616","0.1839","0.2037","0.1551","0.1548"
"2.994E-06","-0.06732","-0.1299","0.1907","0.2004","0.1635","0.1545"
"2.996E-06","-0.04952","-0.09677","0.191","0.2027","0.1639","0.1602"
"2.998E-06","-0.04265","-0.08464","0.1909","0.2037","0.1638","0.1626"
"3E-06","-0.0407","-0.08134","0.1935","0.2013","0.1637","0.1634"
